name,role,bat_style,field_style,awards,importance,1st position batting,2nd position batting,3rd position batting,4th position batting,5th position batting,6th position batting,7th position batting,runs,batting_average,batting_innings,strike_rate,fours,sixes,bowl_style,bowling_innings,wickets,bowling_average,economy_rate,5th position bowling,6th position bowling,7th position bowling,8th position bowling,8th position batting,1st position bowling,2nd position bowling,3rd position bowling,4th position bowling,9th position batting,10th position batting,11th position batting,10th position bowling,11th position bowling,9th position bowling
Steven Smith,Batter,right-hand bat,0.0,20.0,1.221238938053097,27.5,58.77,34.19,30.27,25.25,30.25,14.42,5806.0,32.43,228.0,129.97,496.0,168.0,legbreak googly,52.0,54.0,19.55,7.68,21.0,17.0,5.0,0.0,13.66,0.0,2.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
Gus Atkinson,AllRounder,right-hand bat,0.0,0.0,1.326086956521739,0.0,0.0,0.0,0.0,0.0,0.0,14.0,98.0,8.9,26.0,94.23,5.0,3.0,right-arm fast-medium,55.0,0.0,8.92,14.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,8.75,0.0,0.0,0.0,0.0
Tom Curran,AllRounder,right-hand bat,0.0,11.0,1.102439024390244,41.0,9.66,18.0,20.87,14.28,16.93,27.42,2144.0,21.87,146.0,142.74,195.0,78.0,right-arm fast-medium,200.0,0.0,8.78,17.3,0.0,0.0,0.0,0.0,21.31,0.0,0.0,0.0,0.0,21.5,4.5,0.0,0.0,0.0,0.0
Krishnappa Gowtham,AllRounder,right-hand bat,0.0,0.0,1.2784810126582271,0.0,0.0,22.77,23.0,4.0,11.55,10.09,734.0,15.29,66.0,158.18,62.0,40.0,right-arm offbreak,91.0,74.0,28.06,7.18,16.0,7.0,1.0,0.0,17.76,12.0,4.0,3.0,31.0,10.33,25.0,0.0,0.0,0.0,0.0
Mohammad Nabi,AllRounder,right-hand bat,0.0,35.0,1.156962025316455,0.0,0.0,39.4,23.21,21.29,19.21,21.1,6131.0,21.14,361.0,134.71,424.0,297.0,right-arm offbreak,410.0,0.0,6.97,21.3,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gulbadin Naib,AllRounder,right-hand bat,0.0,10.0,1.375,12.0,10.25,41.0,20.14,10.18,17.61,21.95,2279.0,23.49,134.0,132.42,163.0,109.0,right-arm medium-fast,108.0,89.0,26.2,8.26,13.0,22.0,4.0,4.0,30.11,1.0,9.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
Sikandar Raza,AllRounder,right-hand bat,0.0,26.0,0.918727915194346,45.46,24.0,23.66,28.89,22.97,19.38,23.1,5557.0,25.37,254.0,135.2,422.0,253.0,"right-arm offbreak, legbreak",224.0,0.0,7.32,22.6,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchell Santner,AllRounder,left-hand bat,0.0,6.0,0.995215311004784,16.0,18.0,26.43,14.5,34.36,20.41,18.63,2335.0,22.89,160.0,130.37,176.0,105.0,slow left-arm orthodox,207.0,0.0,7.02,20.3,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
Jayant Yadav,AllRounder,right-hand bat,0.0,0.0,1.071428571428571,0.0,0.0,0.0,0.0,0.0,11.0,31.5,388.0,14.92,46.0,117.93,25.0,13.0,right-arm offbreak,83.0,52.0,32.63,6.33,8.0,4.0,0.0,0.0,15.66,2.0,9.0,15.0,14.0,8.44,0.0,0.0,0.0,0.0,0.0
Johnson Charles,Batter,right-hand bat,1.0,20.0,0.940199335548172,25.14,29.62,27.11,38.0,14.5,0.0,0.0,7630.0,27.44,290.0,134.28,728.0,380.0,0,5.0,5.0,13.8,9.62,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Litton Das,Batter,right-hand bat,1.0,11.0,1.129032258064516,27.23,22.9,22.36,18.33,8.5,6.0,17.0,5251.0,24.31,226.0,126.89,555.0,160.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Fletcher,Batter,right-hand bat,0.0,19.0,0.8888888888888881,29.89,30.73,23.46,7.0,9.33,0.0,0.0,7914.0,28.46,313.0,122.09,673.0,361.0,"right-arm medium-fast, legbreak",7.0,0.0,8.03,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Latham,Batter,left-hand bat,1.0,5.0,1.268817204301075,28.83,33.8,40.5,21.08,26.7,12.33,15.5,2706.0,29.09,100.0,129.9,230.0,93.0,right-arm medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ollie Pope,Batter,right-hand bat,1.0,2.0,0.942857142857142,0.0,1.0,20.0,30.82,33.88,16.0,40.0,1505.0,27.36,67.0,131.09,139.0,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Verreynne,Batter,right-hand bat,1.0,1.0,1.012987012987012,13.0,15.5,26.84,26.04,40.2,9.0,35.0,1620.0,26.12,74.0,132.24,126.0,54.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fazalhaq Farooqi,Bowler,right-hand bat,0.0,8.0,0.8925619834710741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,6.28,25.0,69.84,4.0,1.0,left-arm fast-medium,114.0,0.0,7.01,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0
Richard Gleeson,Bowler,right-hand bat,0.0,2.0,1.064814814814814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,5.6,28.0,78.87,6.0,0.0,right-arm fast-medium,111.0,0.0,8.05,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.2,8.0,0.0,0.0,0.0
Matt Henry,Bowler,right-hand bat,0.0,2.0,1.138686131386861,0.0,0.0,0.0,0.0,7.0,10.5,0.0,589.0,12.8,78.0,149.49,31.0,40.0,right-arm fast-medium,147.0,0.0,8.29,17.1,0.0,0.0,0.0,0.0,11.46,0.0,0.0,0.0,0.0,13.73,12.14,0.0,0.0,0.0,0.0
Alzarri Joseph,Bowler,right-hand bat,0.0,4.0,1.065217391304348,0.0,0.0,0.0,0.0,0.0,29.0,4.0,407.0,13.56,64.0,104.35,29.0,18.0,right-arm fast,141.0,176.0,24.77,8.57,10.0,1.0,0.0,0.0,6.0,8.0,45.0,81.0,31.0,16.3,20.6,5.0,0.0,0.0,0.0
Kwena Maphaka,Bowler,left-hand bat,0.0,2.0,1.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,8.0,80.76,3.0,2.0,left-arm fast,32.0,36.0,26.0,8.23,4.0,0.0,0.0,0.0,0.0,10.0,17.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuldeep Sen,Bowler,right-hand bat,0.0,0.0,1.108108108108108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,15.38,0.0,0.0,right-arm fast,38.0,32.0,34.5,8.93,1.0,4.0,0.0,0.0,0.0,0.0,10.0,11.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0
Reece Topley,Bowler,right-hand bat,0.0,2.0,1.096590909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,11.7,44.0,90.69,12.0,2.0,left-arm fast-medium,185.0,0.0,8.41,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.28,0.0,0.0,0.0
Lizaad Williams,Bowler,left-hand bat,0.0,0.0,1.023255813953488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,8.5,26.0,80.18,4.0,3.0,right-arm medium-fast,86.0,111.0,20.6,7.95,0.0,0.0,0.0,0.0,12.0,23.0,43.0,27.0,18.0,5.0,12.5,11.5,0.0,0.0,0.0
Luke Wood,Bowler,left-hand bat,0.0,0.0,0.8839285714285711,0.0,0.0,0.0,0.0,24.66,21.25,15.75,775.0,19.87,67.0,118.14,49.0,18.0,slow left-arm orthodox,94.0,93.0,23.96,7.63,40.0,26.0,1.0,0.0,17.33,9.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Sachin Dhas,Batter,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leus Du Plooy,Batter,left-hand bat,0.0,5.0,0.875,46.87,17.6,35.46,27.79,26.6,33.75,17.5,3609.0,29.58,158.0,133.37,298.0,117.0,slow left-arm orthodox,20.0,0.0,8.35,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ashwin Hebbar,Batter,right-hand bat,0.0,0.0,0.966666666666666,29.52,38.5,50.0,6.0,12.4,7.5,0.0,1552.0,31.04,57.0,130.31,163.0,58.0,right-arm slow-medium,12.0,7.0,34.57,9.07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Rohan Kunnummal,Batter,left-hand bat,0.0,5.0,1.134831460674157,19.34,24.25,15.0,25.36,21.14,19.33,8.66,1485.0,20.91,84.0,116.56,149.0,36.0,right-arm offbreak,81.0,78.0,21.53,6.76,10.0,20.0,1.0,0.0,0.0,3.0,1.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayush Pandey,Batter,left-hand bat,0.0,0.0,0.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,35.0,0.0,0.0,2.0,0.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akshat Raghuwanshi,Batter,right-hand bat,0.0,0.0,1.333333333333333,0.0,0.0,0.0,6.0,7.0,33.0,2.0,24.0,48.0,2.0,0.0,2.0,0.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shoun Roger,Batter,right-hand bat,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virat Singh,Batter,left-hand bat,0.0,2.0,0.8777777777777771,26.0,83.0,45.45,21.33,15.0,0.0,0.0,2432.0,35.76,83.0,128.27,243.0,67.0,legbreak googly,5.0,1.0,87.0,8.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Priyansh Arya,AllRounder,left-hand bat,0.0,1.0,1.25,32.18,58.0,0.0,0.0,0.0,0.0,0.0,573.0,33.7,18.0,166.56,54.0,36.0,right-arm offbreak,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Manoj Bhandage,AllRounder,left-hand bat,0.0,0.0,1.545454545454545,0.0,0.0,0.0,0.0,8.0,10.0,31.33,187.0,15.58,15.0,132.62,9.0,12.0,right-arm medium-fast,22.0,18.0,24.05,8.66,8.0,4.0,1.0,0.0,12.5,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Pravin Dubey,AllRounder,left-hand bat,0.0,0.0,1.461538461538461,0.0,0.0,0.0,18.0,0.0,0.0,0.0,19.0,4.75,5.0,90.47,1.0,1.0,slow left-arm orthodox,16.0,9.0,34.66,6.78,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ajay Mandal,AllRounder,left-hand bat,0.0,1.0,0.8200000000000001,0.0,0.0,11.0,0.0,4.25,19.77,18.72,450.0,17.3,36.0,134.32,31.0,24.0,slow left-arm orthodox,44.0,44.0,23.56,7.11,12.0,4.0,0.0,0.0,31.0,1.0,1.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Prerak Mankad,AllRounder,right-hand bat,0.0,2.0,1.075471698113207,0.0,3.0,31.2,45.44,19.83,39.5,18.0,1192.0,29.8,50.0,143.78,122.0,43.0,right-arm medium,41.0,30.0,29.36,8.51,15.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Vipraj Nigam,AllRounder,right-hand bat,0.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,41.0,1.0,0.0,3.0,0.0,legbreak,0.0,0.0,7.12,18.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vicky Ostwal,AllRounder,right-hand bat,0.0,0.0,1.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,20.0,0.0,0.0,slow left-arm orthodox,8.0,7.0,26.57,6.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Shivalik Sharma,AllRounder,left-hand bat,0.0,0.0,2.454545454545454,0.0,0.0,68.0,43.0,78.0,28.0,2.0,64.0,236.0,3.0,0.0,18.0,0.0,legbreak googly,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salil Arora,Batter,right-hand bat,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dinesh Bana,Batter,right-hand bat,1.0,0.0,0.6923076923076921,0.0,0.0,0.0,12.33,43.0,6.0,5.0,115.0,12.77,9.0,108.49,9.0,5.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ajitesh Guruswamy,Batter,right-hand bat,0.0,0.0,1.2,19.0,0.0,0.0,0.0,7.0,23.0,8.0,25.0,62.0,1.0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Narayan Jagadeesan,Batter,right-hand bat,1.0,1.0,1.23728813559322,20.0,36.4,36.0,24.33,27.25,24.5,41.5,1475.0,31.38,61.0,125.31,133.0,51.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shrijith Krishnan,Batter,right-hand bat,0.0,3.0,0.976190476190476,5.0,31.25,17.0,15.66,16.8,12.0,0.0,776.0,22.82,39.0,108.68,73.0,24.0,right-arm offbreak,8.0,6.0,6.16,6.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Pepper,Batter,right-hand bat,1.0,3.0,0.7614678899082561,10.66,26.28,29.21,23.72,25.5,39.0,2.0,2237.0,26.63,94.0,151.04,244.0,91.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vishnu Solanki,Batter,right-hand bat,0.0,1.0,1.238095238095238,0.0,19.6,28.82,16.16,41.25,97.0,19.71,1396.0,31.02,63.0,127.95,109.0,55.0,right-arm offbreak,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
K.M Asif,Bowler,right-hand bat,1.0,4.0,1.245283018867924,0.0,25.33,0.0,0.0,0.0,0.0,0.0,1419.0,24.89,60.0,117.75,141.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akhil Chaudhary,Bowler,right-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right-arm medium,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himanshu Chauhan,Bowler,right-hand bat,0.0,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right-arm medium,0.0,0.0,7.57,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arpit Guleria,Bowler,right-hand bat,0.0,0.0,1.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,right-arm medium,0.0,0.0,7.26,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nishanth Saranu,Bowler,left-hand bat,0.0,0.0,1.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,13.0,47.0,0.0,0.0,1.0,0.0,right-arm offbreak,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuldip Yadav,Bowler,left-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,left-arm fast-medium,3.0,2.0,42.0,9.33,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prithviraj Yarra,Bowler,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shubham Agrawal,Bowler,right-hand bat,0.0,0.0,1.125,0.0,0.0,0.0,34.0,0.0,0.0,0.0,220.0,31.42,17.0,134.96,11.0,10.0,legbreak googly,25.0,32.0,15.84,6.31,15.0,10.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,15.5,0.0,0.0,0.0,0.0,0.0
Jass Inder Baidwan,Bowler,right-hand bat,0.0,4.0,0.973333333333333,29.93,24.69,28.7,15.0,0.0,0.0,0.0,1689.0,25.98,74.0,111.7,165.0,31.0,right-arm offbreak,3.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jasmer Dhankhar,Bowler,right-hand bat,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pulkit Narang,Bowler,right-hand bat,0.0,0.0,0.923076923076923,0.0,0.0,0.0,0.0,0.0,10.0,4.0,68.0,17.0,10.0,104.61,6.0,2.0,right-arm offbreak,25.0,33.0,15.78,6.72,14.0,8.0,0.0,0.0,13.5,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Saumy Pandey,Bowler,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohit Rathee,Bowler,right-hand bat,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,39.0,34.0,79.0,3.0,0.0,4.0,0.0,legbreak,0.0,0.0,7.9,29.7,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0
Himanshu Singh,Bowler,right-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,4.0,0.0,0.0,0.0,legbreak,0.0,0.0,8.15,22.8,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
Towhid Hridoy,Batter,right-hand bat,0.0,9.0,1.058823529411764,40.33,35.0,32.6,26.88,34.37,17.33,0.0,2937.0,30.59,115.0,128.7,232.0,113.0,right-arm offbreak,4.0,0.0,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikyle Louis,Batter,right-hand bat,0.0,0.0,0.125,0.0,0.0,7.0,58.0,15.0,41.0,21.0,63.0,142.0,1.0,0.0,14.0,0.0,legbreak googly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Tector,Batter,right-hand bat,0.0,2.0,0.91970802919708,23.0,6.0,22.14,24.51,25.42,10.66,12.5,2347.0,23.47,124.0,122.68,189.0,68.0,right-arm offbreak,36.0,24.0,25.12,7.09,4.0,1.0,0.0,0.0,0.0,15.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rassie Van Der Dussen,Batter,right-hand bat,0.0,8.0,1.004672897196261,36.55,31.14,39.67,49.04,25.6,0.0,0.0,6445.0,37.91,210.0,131.93,451.0,284.0,legbreak,6.0,3.0,18.33,6.11,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Young,Batter,right-hand bat,0.0,2.0,1.125,29.0,31.81,24.75,18.72,16.0,34.0,14.33,2538.0,24.64,108.0,128.89,200.0,100.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Najibullah Zadran,Batter,left-hand bat,0.0,14.0,1.263414634146341,0.0,0.0,28.16,28.02,27.64,24.64,31.0,4219.0,26.7,211.0,136.49,299.0,231.0,right-arm offbreak,6.0,2.0,11.0,5.5,0.0,1.0,1.0,0.0,12.8,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0
Ibrahim Zadran,Batter,right-hand bat,0.0,8.0,1.039215686274509,68.0,38.75,24.4,17.27,16.33,50.0,0.0,2646.0,31.12,100.0,117.13,242.0,76.0,right-arm medium-fast,14.0,6.0,44.33,8.72,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
Sean Abbott,AllRounder,right-hand bat,0.0,13.0,1.121387283236994,0.0,0.0,39.0,1.0,7.0,35.8,14.7,926.0,12.02,106.0,120.41,48.0,42.0,right-arm fast-medium,186.0,0.0,8.62,14.4,0.0,0.0,0.0,0.0,8.59,0.0,0.0,0.0,0.0,9.73,0.0,0.0,0.0,0.0,0.0
Brydon Carse,AllRounder,right-hand bat,0.0,2.0,0.8160919540229881,0.0,0.0,58.0,88.0,6.66,24.36,8.25,783.0,17.02,62.0,139.57,46.0,34.0,right-arm fast,73.0,0.0,8.93,23.7,0.0,0.0,0.0,0.0,15.09,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
Aaron Hardie,AllRounder,right-hand bat,0.0,2.0,1.357142857142857,34.0,16.0,31.82,12.66,21.75,20.4,18.44,1464.0,26.14,69.0,130.71,111.0,56.0,right-arm medium-fast,52.0,41.0,27.43,8.67,6.0,9.0,5.0,0.0,0.0,7.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Sarfaraz Khan,AllRounder,right-hand bat,0.0,0.0,1.032258064516129,4.0,32.0,6.5,32.9,20.07,23.78,8.8,1188.0,22.41,74.0,128.29,116.0,33.0,legbreak,2.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Mayers,AllRounder,left-hand bat,0.0,11.0,0.8684210526315791,23.66,24.82,32.44,12.4,12.75,12.57,19.3,3595.0,23.34,172.0,134.24,299.0,223.0,right-arm medium,105.0,58.0,31.05,7.62,1.0,2.0,3.0,0.0,13.0,34.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamindu Mendis,AllRounder,left-hand bat,0.0,2.0,1.011111111111111,0.0,37.62,26.38,26.28,18.8,83.0,12.0,1910.0,26.52,80.0,128.18,178.0,54.0,"right-arm offbreak, slow left-arm orthodox",54.0,17.0,59.11,8.17,5.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Short,AllRounder,right-hand bat,0.0,10.0,0.8712121212121211,34.83,26.7,21.94,18.5,12.0,15.63,4.33,2982.0,26.62,120.0,146.46,253.0,137.0,right-arm offbreak,83.0,0.0,7.74,23.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Behrendorff,Bowler,right-hand bat,0.0,8.0,1.088050314465408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,13.46,37.0,103.55,8.0,6.0,left-arm fast-medium,165.0,203.0,22.37,7.6,0.0,0.0,0.0,0.0,12.66,101.0,100.0,2.0,0.0,20.0,12.28,11.0,0.0,0.0,0.0
Dushmantha Chameera,Bowler,right-hand bat,0.0,1.0,0.9705882352941172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,7.46,54.0,95.87,17.0,7.0,right-arm fast,136.0,141.0,27.93,8.15,10.0,1.0,5.0,0.0,11.8,32.0,44.0,30.0,19.0,5.38,9.37,2.5,0.0,0.0,0.0
Nathan Ellis,Bowler,right-hand bat,0.0,7.0,0.993710691823899,0.0,0.0,0.0,0.0,0.0,0.0,2.0,477.0,11.09,76.0,112.23,37.0,16.0,right-arm fast-medium,159.0,0.0,8.09,17.4,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,11.37,10.0,0.0,0.0,0.0,0.0
Shamar Joseph,Bowler,left-hand bat,0.0,0.0,0.818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,1.0,0.0,right-arm fast,0.0,0.0,9.59,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0
